,curve_idx,target,sample_type,sample_id,igi_call,cycle_no,Fn,rn,groundtruth,Igi_call_quant,groundtruth_target
301189,20528,MS2,Clinical Sample,S188832,Positive,40,312240.1,312240.09375,1,1,1
301229,20545,MS2,Clinical Sample,S188834,Positive,40,304401.4,304401.40625,1,1,1
301269,20552,MS2,Clinical Sample,S188818,Positive,40,369925.8,369925.8125,1,1,1
301309,20569,MS2,Clinical Sample,S188833,Positive,40,315105.44,315105.4375,1,1,1
301349,20578,MS2,Clinical Sample,S188819,Positive,40,403142.03,403142.03125,1,1,1
301389,20602,MS2,Clinical Sample,S188820,Positive,40,322742.72,322742.71875,1,1,1
301429,20626,MS2,Clinical Sample,S188826,Positive,40,372014.1,372014.09375,1,1,1
301469,20652,MS2,Clinical Sample,S188825,Positive,40,271461.84,271461.84375,1,1,1
301509,1936,MS2,Clinical Sample,S137561,Positive,40,499058.78,499058.78125,1,1,1
301549,1947,MS2,Clinical Sample,S137700,Positive,40,609052.3,609052.3125,1,1,1
301589,1954,MS2,Clinical Sample,S137381,Positive,40,652907.5,652907.5,1,1,1
301629,1956,MS2,Clinical Sample,S137488,Positive,40,726385.2,726385.1875,1,1,1
301669,1957,MS2,Clinical Sample,S137563,Positive,40,678276.5,678276.5,1,1,1
301709,1958,MS2,Clinical Sample,S137356,Positive,40,682060.06,682060.0625,1,1,1
301749,1959,MS2,Clinical Sample,S137558,Positive,40,720099.56,720099.5625,1,1,1
301789,1937,MS2,Clinical Sample,S137376,Positive,40,620125.25,620125.25,1,1,1
301829,1938,MS2,Clinical Sample,S137570,Positive,40,704461.75,704461.75,1,1,1
301869,1939,MS2,Clinical Sample,S137373,Positive,40,759112.8,759112.8125,1,1,1
301909,1940,MS2,Clinical Sample,S137618,Positive,40,632449.8,632449.8125,1,1,1
301949,1941,MS2,Clinical Sample,S137325,Positive,40,586601.2,586601.1875,1,1,1
301989,1942,MS2,Clinical Sample,S137620,Positive,40,618529.75,618529.75,1,1,1
302029,1943,MS2,Clinical Sample,S137326,Positive,40,675989.3,675989.3125,1,1,1
302069,1944,MS2,Clinical Sample,S137610,Positive,40,686851.4,686851.375,1,1,1
302109,1945,MS2,Clinical Sample,S137342,Positive,40,708369.4,708369.375,1,1,1
302149,1946,MS2,Clinical Sample,S137599,Positive,40,669983.4,669983.375,1,1,1
302189,1948,MS2,Clinical Sample,S137343,Positive,40,669013.7,669013.6875,1,1,1
302229,1949,MS2,Clinical Sample,S137598,Positive,40,524065.25,524065.25,1,1,1
302269,1950,MS2,Clinical Sample,S137520,Positive,40,626574.44,626574.4375,1,1,1
302309,1951,MS2,Clinical Sample,S137582,Positive,40,616087.75,616087.75,1,1,1
302349,1952,MS2,Clinical Sample,S137532,Positive,40,638912.6,638912.625,1,1,1
302389,1960,MS2,Clinical Sample,S137517,Positive,40,649167.94,649167.9375,1,1,1
302429,1971,MS2,Clinical Sample,S137683,Positive,40,649003.6,649003.625,1,1,1
302469,1977,MS2,Clinical Sample,S137492,Positive,40,617973.44,617973.4375,1,1,1
302509,1978,MS2,Clinical Sample,S137673,Positive,40,345072.0,345072.0,1,1,1
302549,1979,MS2,Clinical Sample,S137535,Positive,40,566527.44,566527.4375,1,1,1
302589,1980,MS2,Clinical Sample,S137844,Positive,40,629518.0,629518.0,1,1,1
302629,1981,MS2,Clinical Sample,S137694,Positive,40,605881.9,605881.875,1,1,1
302669,1982,MS2,Clinical Sample,S137346,Positive,40,637808.75,637808.75,1,1,1
302709,1983,MS2,Clinical Sample,S137411,Positive,40,585762.7,585762.6875,1,1,1
302749,1962,MS2,Clinical Sample,S137389,Positive,40,775731.0,775731.0,1,1,1
302789,1964,MS2,Clinical Sample,S137390,Positive,40,384537.0,384537.0,1,1,1
302829,1966,MS2,Clinical Sample,S137403,Positive,40,490063.47,490063.46875,1,1,1
302869,1968,MS2,Clinical Sample,S137419,Positive,40,633476.4,633476.375,1,1,1
302909,1970,MS2,Clinical Sample,S137676,Positive,40,666648.3,666648.3125,1,1,1
302949,1973,MS2,Clinical Sample,S137477,Positive,40,579034.3,579034.3125,1,1,1
302989,1975,MS2,Clinical Sample,S137478,Positive,40,623952.0,623952.0,1,1,1
303029,1984,MS2,Clinical Sample,S137555,Positive,40,642710.5,642710.5,1,1,1
303069,1995,MS2,Clinical Sample,S137701,Positive,40,848794.25,848794.25,1,1,1
303109,2001,MS2,Clinical Sample,S137554,Positive,40,736443.25,736443.25,1,1,1
303149,2002,MS2,Clinical Sample,S137380,Positive,40,746537.75,746537.75,1,1,1
303189,2003,MS2,Clinical Sample,S137541,Positive,40,737088.44,737088.4375,1,1,1
303229,2004,MS2,Clinical Sample,S137374,Positive,40,724447.3,724447.3125,1,1,1
303269,2005,MS2,Clinical Sample,S137548,Positive,40,687053.75,687053.75,1,1,1
303309,2006,MS2,Clinical Sample,S137349,Positive,40,712538.0,712538.0,1,1,1
303349,2007,MS2,Clinical Sample,S137557,Positive,40,660257.6,660257.625,1,1,1
303389,1985,MS2,Clinical Sample,S137352,Positive,40,572612.8,572612.8125,1,1,1
303429,1986,MS2,Clinical Sample,S137574,Positive,40,629301.7,629301.6875,1,1,1
303469,1987,MS2,Clinical Sample,S137328,Positive,40,716907.8,716907.8125,1,1,1
303509,1988,MS2,Clinical Sample,S137617,Positive,40,692110.4,692110.375,1,1,1
303549,1989,MS2,Clinical Sample,S137340,Positive,40,599279.94,599279.9375,1,1,1
303589,1990,MS2,Clinical Sample,S137621,Positive,40,493648.12,493648.125,1,1,1
303629,1991,MS2,Clinical Sample,S137335,Positive,40,517639.25,517639.25,1,1,1
303669,1992,MS2,Clinical Sample,S137613,Positive,40,629231.0,629231.0,1,1,1
303709,1993,MS2,Clinical Sample,S137362,Positive,40,628394.44,628394.4375,1,1,1
303749,1994,MS2,Clinical Sample,S137600,Positive,40,661527.25,661527.25,1,1,1
303789,1996,MS2,Clinical Sample,S137336,Positive,40,675202.4,675202.375,1,1,1
303829,1997,MS2,Clinical Sample,S137593,Positive,40,604546.06,604546.0625,1,1,1
303869,1998,MS2,Clinical Sample,S137533,Positive,40,646419.44,646419.4375,1,1,1
303909,1999,MS2,Clinical Sample,S137577,Positive,40,685976.8,685976.8125,1,1,1
303949,2000,MS2,Clinical Sample,S137526,Positive,40,525574.94,525574.9375,1,1,1
303989,2008,MS2,Clinical Sample,S137511,Positive,40,588942.25,588942.25,1,1,1
304029,2019,MS2,Clinical Sample,S137663,Positive,40,743194.4,743194.375,1,1,1
304069,2025,MS2,Clinical Sample,S137499,Positive,40,695872.5,695872.5,1,1,1
304109,2026,MS2,Clinical Sample,S137646,Negative,40,277500.06,277500.0625,1,0,1
304149,2027,MS2,Clinical Sample,S137519,Positive,40,624374.8,624374.8125,1,1,1
304189,2028,MS2,Clinical Sample,S137650,Negative,40,272803.34,272803.34375,1,0,1
304229,2029,MS2,Clinical Sample,S137691,Positive,40,534352.06,534352.0625,1,1,1
304269,2030,MS2,Clinical Sample,S136353,Negative,40,301027.25,301027.25,1,0,1
304309,2031,MS2,Clinical Sample,S137394,Positive,40,715233.25,715233.25,1,1,1
304349,2010,MS2,Clinical Sample,S137388,Positive,40,589265.0,589265.0,1,1,1
304389,2012,MS2,Clinical Sample,S137392,Positive,40,599249.25,599249.25,1,1,1
304429,2014,MS2,Clinical Sample,S137843,Positive,40,618160.5,618160.5,1,1,1
304469,2018,MS2,Clinical Sample,S137473,Positive,40,509571.9,509571.90625,1,1,1
304509,2021,MS2,Clinical Sample,S137474,Positive,40,638786.94,638786.9375,1,1,1
304549,2023,MS2,Clinical Sample,S137479,Positive,40,719508.75,719508.75,1,1,1
304589,2032,MS2,Clinical Sample,S137551,Positive,40,655032.1,655032.125,1,1,1
304629,2043,MS2,Clinical Sample,S137702,Positive,40,639839.44,639839.4375,1,1,1
304669,2049,MS2,Clinical Sample,S137545,Positive,40,617146.2,617146.1875,1,1,1
304709,2050,MS2,Clinical Sample,S137493,Positive,40,559092.56,559092.5625,1,1,1
304749,2051,MS2,Clinical Sample,S137539,Positive,40,570311.8,570311.8125,1,1,1
304789,2052,MS2,Clinical Sample,S137370,Positive,40,602850.5,602850.5,1,1,1
304829,2053,MS2,Clinical Sample,S137552,Positive,40,628734.6,628734.625,1,1,1
304869,2054,MS2,Clinical Sample,S137341,Positive,40,408295.5,408295.5,1,1,1
304909,2055,MS2,Clinical Sample,S137565,Positive,40,744327.0,744327.0,1,1,1
304949,2033,MS2,Clinical Sample,S137344,Positive,40,702374.1,702374.125,1,1,1
304989,2034,MS2,Clinical Sample,S137579,Positive,40,754788.56,754788.5625,1,1,1
305029,2035,MS2,Clinical Sample,S137468,Positive,40,558093.2,558093.1875,1,1,1
305069,2036,MS2,Clinical Sample,S137616,Positive,40,590268.7,590268.6875,1,1,1
305109,2037,MS2,Clinical Sample,S137347,Positive,40,547351.75,547351.75,1,1,1
305149,2038,MS2,Clinical Sample,S137622,Positive,40,654678.6,654678.625,1,1,1
305189,2040,MS2,Clinical Sample,S137609,Positive,40,367773.44,367773.4375,1,1,1
305229,2041,MS2,Clinical Sample,S137355,Positive,40,505188.75,505188.75,1,1,1
305269,2042,MS2,Clinical Sample,S137594,Positive,40,534807.9,534807.875,1,1,1
305309,2044,MS2,Clinical Sample,S136801,Positive,40,597592.5,597592.5,1,1,1
305349,2045,MS2,Clinical Sample,S137588,Positive,40,653522.94,653522.9375,1,1,1
305389,2046,MS2,Clinical Sample,S137498,Positive,40,282136.62,282136.625,1,1,1
305429,2047,MS2,Clinical Sample,S137596,Positive,40,610627.06,610627.0625,1,1,1
305469,2048,MS2,Clinical Sample,S137525,Positive,40,601528.5,601528.5,1,1,1
305509,2056,MS2,Clinical Sample,S137496,Positive,40,550860.75,550860.75,1,1,1
305549,2067,MS2,Clinical Sample,S137665,Positive,40,509658.53,509658.53125,1,1,1
305589,2073,MS2,Clinical Sample,S137503,Positive,40,578653.25,578653.25,1,1,1
305629,2075,MS2,Clinical Sample,S137529,Positive,40,532853.25,532853.25,1,1,1
305669,2076,MS2,Clinical Sample,S137641,Negative,40,297328.97,297328.96875,1,0,1
305709,2077,MS2,Clinical Sample,S137514,Positive,40,738245.8,738245.8125,1,1,1
305749,2079,MS2,Clinical Sample,S137400,Positive,40,478281.47,478281.46875,1,1,1
305789,2058,MS2,Clinical Sample,S137386,Positive,40,704351.4,704351.375,1,1,1
305829,2060,MS2,Clinical Sample,S137407,Positive,40,486134.84,486134.84375,1,1,1
305869,2062,MS2,Clinical Sample,S137409,Positive,40,570991.7,570991.6875,1,1,1
305909,2064,MS2,Clinical Sample,S137410,Positive,40,611602.3,611602.3125,1,1,1
305949,2066,MS2,Clinical Sample,S137472,Positive,40,616481.25,616481.25,1,1,1
305989,2069,MS2,Clinical Sample,S137421,Positive,40,641446.2,641446.1875,1,1,1
306029,2071,MS2,Clinical Sample,S137483,Positive,40,629530.7,629530.6875,1,1,1
306069,2080,MS2,Clinical Sample,S137547,Positive,40,652386.0,652386.0,1,1,1
306109,2091,MS2,Clinical Sample,S137703,Positive,40,473867.06,473867.0625,1,1,1
306149,2097,MS2,Clinical Sample,S137550,Positive,40,613659.9,613659.875,1,1,1
306189,2098,MS2,Clinical Sample,S137379,Positive,40,343352.56,343352.5625,1,1,1
306229,2099,MS2,Clinical Sample,S137590,Positive,40,596213.0,596213.0,1,1,1
306269,2100,MS2,Clinical Sample,S137371,Positive,40,671705.9,671705.875,1,1,1
306309,2103,MS2,Clinical Sample,S137567,Positive,40,636893.25,636893.25,1,1,1
306349,2081,MS2,Clinical Sample,S137338,Positive,40,624392.5,624392.5,1,1,1
306389,2082,MS2,Clinical Sample,S137584,Positive,40,642738.94,642738.9375,1,1,1
306429,2083,MS2,Clinical Sample,S137367,Positive,40,470779.25,470779.25,1,1,1
306469,2084,MS2,Clinical Sample,S137615,Positive,40,320800.66,320800.65625,1,1,1
306509,2085,MS2,Clinical Sample,S137334,Positive,40,600879.25,600879.25,1,1,1
306549,2086,MS2,Clinical Sample,S137626,Positive,40,668519.3,668519.3125,1,1,1
306589,2087,MS2,Clinical Sample,S137323,Positive,40,610722.25,610722.25,1,1,1
306629,2088,MS2,Clinical Sample,S137607,Positive,40,563911.75,563911.75,1,1,1
306669,2089,MS2,Clinical Sample,S137327,Positive,40,594918.8,594918.8125,1,1,1
306709,2090,MS2,Clinical Sample,S137595,Positive,40,611777.9,611777.875,1,1,1
306749,2092,MS2,Clinical Sample,S137515,Positive,40,677417.06,677417.0625,1,1,1
306789,2093,MS2,Clinical Sample,S137583,Positive,40,596911.1,596911.125,1,1,1
306829,2094,MS2,Clinical Sample,S137505,Positive,40,667867.0,667867.0,1,1,1
306869,2095,MS2,Clinical Sample,S137591,Positive,40,614357.8,614357.8125,1,1,1
306909,2096,MS2,Clinical Sample,S137504,Positive,40,565640.06,565640.0625,1,1,1
306949,2104,MS2,Clinical Sample,S137509,Positive,40,653658.9,653658.875,1,1,1
306989,2115,MS2,Clinical Sample,S137667,Positive,40,551816.8,551816.8125,1,1,1
307029,2121,MS2,Clinical Sample,S137506,Negative,40,258166.31,258166.3125,1,0,1
307069,2122,MS2,Clinical Sample,S137661,Negative,40,236742.58,236742.578125,1,0,1
307109,2123,MS2,Clinical Sample,S137522,Positive,40,523320.78,523320.78125,1,1,1
307149,2124,MS2,Clinical Sample,S137648,Negative,40,250283.97,250283.96875,1,0,1
307189,2127,MS2,Clinical Sample,S137391,Positive,40,474032.44,474032.4375,1,1,1
307229,2106,MS2,Clinical Sample,S137416,Positive,40,474496.47,474496.46875,1,1,1
307269,2108,MS2,Clinical Sample,S137402,Positive,40,672169.7,672169.6875,1,1,1
307309,2110,MS2,Clinical Sample,S137408,Positive,40,669473.0,669473.0,1,1,1
307349,2112,MS2,Clinical Sample,S137470,Positive,40,326306.72,326306.71875,1,1,1
307389,2114,MS2,Clinical Sample,S137481,Positive,40,390471.53,390471.53125,1,1,1
307429,2117,MS2,Clinical Sample,S137489,Positive,40,602489.25,602489.25,1,1,1
307469,2119,MS2,Clinical Sample,S137484,Positive,40,556580.7,556580.6875,1,1,1
307509,2128,MS2,Clinical Sample,S137544,Positive,40,655223.9,655223.875,1,1,1
307549,2139,MS2,Clinical Sample,S137704,Positive,40,565761.4,565761.375,1,1,1
307589,2145,MS2,Clinical Sample,S137546,Positive,40,534353.25,534353.25,1,1,1
307629,2146,MS2,Clinical Sample,S137377,Positive,40,488983.16,488983.15625,1,1,1
307669,2147,MS2,Clinical Sample,S137585,Positive,40,600920.3,600920.3125,1,1,1
307709,2148,MS2,Clinical Sample,S137369,Positive,40,514476.88,514476.875,1,1,1
307749,2149,MS2,Clinical Sample,S137556,Positive,40,489453.25,489453.25,1,1,1
307789,2150,MS2,Clinical Sample,S137365,Positive,40,583248.2,583248.1875,1,1,1
307829,2151,MS2,Clinical Sample,S137573,Positive,40,621174.4,621174.375,1,1,1
307869,2129,MS2,Clinical Sample,S137332,Positive,40,647525.75,647525.75,1,1,1
307909,2130,MS2,Clinical Sample,S137568,Positive,40,702795.2,702795.1875,1,1,1
307949,2131,MS2,Clinical Sample,S137368,Positive,40,661315.7,661315.6875,1,1,1
307989,2132,MS2,Clinical Sample,S137614,Positive,40,739381.06,739381.0625,1,1,1
308029,2134,MS2,Clinical Sample,S137628,Positive,40,708658.2,708658.1875,1,1,1
308069,2135,MS2,Clinical Sample,S137354,Positive,40,677702.8,677702.8125,1,1,1
308109,2136,MS2,Clinical Sample,S137606,Positive,40,682110.5,682110.5,1,1,1
308149,2137,MS2,Clinical Sample,S137351,Positive,40,469517.4,469517.40625,1,1,1
308189,2138,MS2,Clinical Sample,S137589,Positive,40,675258.5,675258.5,1,1,1
308229,2140,MS2,Clinical Sample,S137513,Positive,40,578086.9,578086.875,1,1,1
308269,2141,MS2,Clinical Sample,S137601,Positive,40,558423.25,558423.25,1,1,1
308309,2142,MS2,Clinical Sample,S137527,Positive,40,574513.94,574513.9375,1,1,1
308349,2143,MS2,Clinical Sample,S137586,Positive,40,601794.25,601794.25,1,1,1
308389,2144,MS2,Clinical Sample,S137497,Positive,40,586603.75,586603.75,1,1,1
308429,2152,MS2,Clinical Sample,S137518,Positive,40,561853.8,561853.8125,1,1,1
308469,2163,MS2,Clinical Sample,S137685,Positive,40,428909.22,428909.21875,1,1,1
308509,2169,MS2,Clinical Sample,S137502,Positive,40,362829.8,362829.8125,1,1,1
308549,2170,MS2,Clinical Sample,S137652,Negative,40,234273.89,234273.890625,1,0,1
308589,2171,MS2,Clinical Sample,S137528,Positive,40,434561.3,434561.3125,1,1,1
308629,2172,MS2,Clinical Sample,S137657,Negative,40,247538.88,247538.875,1,0,1
308669,2173,MS2,Clinical Sample,S137521,Positive,40,555774.1,555774.125,1,1,1
308709,2175,MS2,Clinical Sample,S137384,Positive,40,582654.94,582654.9375,1,1,1
308749,2154,MS2,Clinical Sample,S137406,Positive,40,560237.75,560237.75,1,1,1
308789,2156,MS2,Clinical Sample,S137397,Positive,40,408968.66,408968.65625,1,1,1
308829,2158,MS2,Clinical Sample,S137414,Positive,40,585226.6,585226.625,1,1,1
308869,2160,MS2,Clinical Sample,S137422,Positive,40,493448.6,493448.59375,1,1,1
308909,2162,MS2,Clinical Sample,S137485,Positive,40,595248.5,595248.5,1,1,1
308949,2165,MS2,Clinical Sample,S137423,Positive,40,541315.94,541315.9375,1,1,1
308989,2167,MS2,Clinical Sample,S137487,Positive,40,527147.8,527147.8125,1,1,1
309029,2176,MS2,Clinical Sample,S137560,Positive,40,507965.3,507965.3125,1,1,1
309069,2187,MS2,Clinical Sample,S137383,Positive,40,504685.0,504685.0,1,1,1
309109,2193,MS2,Clinical Sample,S137542,Positive,40,629143.6,629143.625,1,1,1
309149,2194,MS2,Clinical Sample,S137378,Positive,40,593040.1,593040.125,1,1,1
309189,2195,MS2,Clinical Sample,S137523,Positive,40,622133.75,622133.75,1,1,1
309229,2196,MS2,Clinical Sample,S137363,Positive,40,556984.2,556984.1875,1,1,1
309269,2197,MS2,Clinical Sample,S137562,Positive,40,535273.0,535273.0,1,1,1
309309,2198,MS2,Clinical Sample,S137350,Positive,40,617202.5,617202.5,1,1,1
309349,2199,MS2,Clinical Sample,S137578,Positive,40,651105.2,651105.1875,1,1,1
309389,2177,MS2,Clinical Sample,S137339,Positive,40,646552.8,646552.8125,1,1,1
309429,2178,MS2,Clinical Sample,S137571,Positive,40,556254.56,556254.5625,1,1,1
309469,2179,MS2,Clinical Sample,S137353,Positive,40,461143.62,461143.625,1,1,1
309509,2180,MS2,Clinical Sample,S137627,Positive,40,343336.6,343336.59375,1,1,1
309549,2181,MS2,Clinical Sample,S137366,Positive,40,661889.3,661889.3125,1,1,1
309589,2182,MS2,Clinical Sample,S137629,Positive,40,675391.3,675391.3125,1,1,1
309629,2183,MS2,Clinical Sample,S137330,Negative,40,283810.5,283810.5,1,0,1
309669,2184,MS2,Clinical Sample,S137608,Positive,40,571753.5,571753.5,1,1,1
309709,2185,MS2,Clinical Sample,S137324,Positive,40,543606.8,543606.8125,1,1,1
309749,2186,MS2,Clinical Sample,S137604,Positive,40,573710.1,573710.125,1,1,1
309789,2188,MS2,Clinical Sample,S137508,Positive,40,528498.56,528498.5625,1,1,1
309829,2189,MS2,Clinical Sample,S137597,Positive,40,598250.6,598250.625,1,1,1
309869,2190,MS2,Clinical Sample,S137538,Positive,40,526861.06,526861.0625,1,1,1
309909,2191,MS2,Clinical Sample,S137581,Negative,40,318284.53,318284.53125,1,0,1
309949,2192,MS2,Clinical Sample,S137531,Positive,40,670975.06,670975.0625,1,1,1
309989,2200,MS2,Clinical Sample,S137536,Positive,40,659951.25,659951.25,1,1,1
310029,2211,MS2,Clinical Sample,S137687,Positive,40,510552.12,510552.125,1,1,1
310069,2217,MS2,Clinical Sample,S137501,Positive,40,625291.7,625291.6875,1,1,1
310109,2219,MS2,Clinical Sample,S137510,Positive,40,620761.2,620761.1875,1,1,1
310149,2220,MS2,Clinical Sample,S137656,Positive,40,257657.31,257657.3125,1,1,1
310189,2221,MS2,Clinical Sample,S137534,Positive,40,613718.25,613718.25,1,1,1
310229,2223,MS2,Clinical Sample,S137387,Positive,40,449288.3,449288.3125,1,1,1
310269,2202,MS2,Clinical Sample,S137401,Positive,40,538748.06,538748.0625,1,1,1
310309,2204,MS2,Clinical Sample,S137393,Positive,40,371190.25,371190.25,1,1,1
310349,2208,MS2,Clinical Sample,S137471,Positive,40,476604.56,476604.5625,1,1,1
310389,2210,MS2,Clinical Sample,S137482,Positive,40,362870.34,362870.34375,1,1,1
310429,2213,MS2,Clinical Sample,S137475,Positive,40,634265.7,634265.6875,1,1,1
310469,2215,MS2,Clinical Sample,S137490,Positive,40,556158.94,556158.9375,1,1,1
310509,2224,MS2,Clinical Sample,S137553,Positive,40,589651.2,589651.1875,1,1,1
310549,2235,MS2,Clinical Sample,S137358,Positive,40,568416.44,568416.4375,1,1,1
310589,2241,MS2,Clinical Sample,S137543,Positive,40,614208.06,614208.0625,1,1,1
310629,2242,MS2,Clinical Sample,S137375,Positive,40,627669.5,627669.5,1,1,1
310669,2243,MS2,Clinical Sample,S137480,Positive,40,561845.4,561845.375,1,1,1
310709,2244,MS2,Clinical Sample,S137364,Positive,40,522224.78,522224.78125,1,1,1
310749,2245,MS2,Clinical Sample,S137564,Positive,40,675116.25,675116.25,1,1,1
310789,2246,MS2,Clinical Sample,S137359,Positive,40,591518.25,591518.25,1,1,1
310829,2247,MS2,Clinical Sample,S137559,Positive,40,585290.44,585290.4375,1,1,1
310869,2225,MS2,Clinical Sample,S137372,Positive,40,571909.7,571909.6875,1,1,1
310909,2226,MS2,Clinical Sample,S137625,Positive,40,525281.94,525281.9375,1,1,1
310949,2227,MS2,Clinical Sample,S137333,Positive,40,494470.66,494470.65625,1,1,1
310989,2228,MS2,Clinical Sample,S137630,Positive,40,543907.44,543907.4375,1,1,1
311029,2229,MS2,Clinical Sample,S137361,Positive,40,579705.9,579705.875,1,1,1
311069,2230,MS2,Clinical Sample,S137612,Positive,40,571136.2,571136.1875,1,1,1
311109,2231,MS2,Clinical Sample,S137348,Positive,40,534795.25,534795.25,1,1,1
311149,2232,MS2,Clinical Sample,S137603,Positive,40,561892.5,561892.5,1,1,1
311189,2233,MS2,Clinical Sample,S137322,Positive,40,492681.38,492681.375,1,1,1
311229,2237,MS2,Clinical Sample,S137592,Positive,40,570087.06,570087.0625,1,1,1
311269,2238,MS2,Clinical Sample,S137516,Positive,40,561403.6,561403.625,1,1,1
311309,2239,MS2,Clinical Sample,S137576,Positive,40,517065.94,517065.9375,1,1,1
311349,2240,MS2,Clinical Sample,S137500,Positive,40,602013.25,602013.25,1,1,1
