,curve_idx,target,sample_type,sample_id,igi_call,cycle_no,Fn,rn,groundtruth,split,Igi_call_quant,groundtruth_target
109059,34415,N gene,Positive Control (qPCR),S295301,Positive,40,407191.44,407191.4375,1,test,1,1
109099,34611,ORF1ab,Positive Control (qPCR),S295301,Positive,40,609299.8,609299.8125,1,test,1,1
109139,34219,MS2,Positive Control (qPCR),S295301,Negative,40,265623.16,265623.15625,-1,test,0,0
109184,102842,RnaseP,Positive Control (qPCR),S1090881,Negative,45,19308.354,19308.353515625,-1,val,0,0
109229,102074,E gene,Positive Control (qPCR),S1090881,Positive,45,425091.3,425091.3125,1,val,1,1
109274,102458,N gene,Positive Control (qPCR),S1090881,Positive,45,567251.56,567251.5625,1,val,1,1
109319,102844,RnaseP,Positive Control (qPCR),S1165407,Negative,45,20780.46,20780.4609375,-1,train,0,0
109364,102076,E gene,Positive Control (qPCR),S1165407,Positive,45,432174.97,432174.96875,1,train,1,1
109409,102460,N gene,Positive Control (qPCR),S1165407,Positive,45,579769.56,579769.5625,1,train,1,1
109454,102866,RnaseP,Positive Control (qPCR),S1165408,Negative,45,18970.977,18970.9765625,-1,test,0,0
109499,102098,E gene,Positive Control (qPCR),S1165408,Positive,45,470267.28,470267.28125,1,test,1,1
109544,102482,N gene,Positive Control (qPCR),S1165408,Positive,45,630901.4,630901.375,1,test,1,1
109589,102868,RnaseP,Positive Control (qPCR),S1165409,Negative,45,17580.822,17580.822265625,-1,val,0,0
109634,102100,E gene,Positive Control (qPCR),S1165409,Positive,45,473588.88,473588.875,1,val,1,1
109679,102484,N gene,Positive Control (qPCR),S1165409,Positive,45,615252.25,615252.25,1,val,1,1
109724,51002,RnaseP,Positive Control (qPCR),S849906,Negative,45,27126.13,27126.130859375,-1,test,0,0
109769,50234,E gene,Positive Control (qPCR),S849906,Positive,45,592603.3,592603.3125,1,test,1,1
109814,50618,N gene,Positive Control (qPCR),S849906,Positive,45,1067924.8,1067924.75,1,test,1,1
109859,51004,RnaseP,Positive Control (qPCR),S893425,Negative,45,25599.945,25599.9453125,-1,train,0,0
109904,50236,E gene,Positive Control (qPCR),S893425,Positive,45,544576.06,544576.0625,1,train,1,1
109949,50620,N gene,Positive Control (qPCR),S893425,Positive,45,1000566.0,1000566.0,1,train,1,1
109994,51026,RnaseP,Positive Control (qPCR),S893426,Negative,45,26044.266,26044.265625,-1,test,0,0
110039,50258,E gene,Positive Control (qPCR),S893426,Positive,45,587105.3,587105.3125,1,test,1,1
110084,50642,N gene,Positive Control (qPCR),S893426,Positive,45,1050133.6,1050133.625,1,test,1,1
110129,51028,RnaseP,Positive Control (qPCR),S893427,Negative,45,23411.088,23411.087890625,-1,train,0,0
110174,50260,E gene,Positive Control (qPCR),S893427,Positive,45,552547.44,552547.4375,1,train,1,1
110219,50644,N gene,Positive Control (qPCR),S893427,Positive,45,967605.94,967605.9375,1,train,1,1
110259,10440,S gene,Positive Control (qPCR),S162632,Positive,40,289842.25,289842.25,1,test,1,1
110299,10048,N gene,Positive Control (qPCR),S162632,Positive,40,378121.3,378121.3125,1,test,1,1
110339,10244,ORF1ab,Positive Control (qPCR),S162632,Positive,40,435502.4,435502.40625,1,test,1,1
110379,9852,MS2,Positive Control (qPCR),S162632,Negative,40,229400.08,229400.078125,-1,test,0,0
110419,10442,S gene,Positive Control (qPCR),S195989,Positive,40,311258.53,311258.53125,1,train,1,1
110459,10050,N gene,Positive Control (qPCR),S195989,Positive,40,379843.66,379843.65625,1,train,1,1
110499,10246,ORF1ab,Positive Control (qPCR),S195989,Positive,40,410725.06,410725.0625,1,train,1,1
110539,9854,MS2,Positive Control (qPCR),S195989,Negative,40,223097.89,223097.890625,-1,train,0,0
110579,10454,S gene,Positive Control (qPCR),S195990,Positive,40,338086.62,338086.625,1,val,1,1
110619,10062,N gene,Positive Control (qPCR),S195990,Positive,40,397984.4,397984.40625,1,val,1,1
110659,10258,ORF1ab,Positive Control (qPCR),S195990,Positive,40,432868.38,432868.375,1,val,1,1
110699,9866,MS2,Positive Control (qPCR),S195990,Negative,40,223418.9,223418.90625,-1,val,0,0
110739,10455,S gene,Positive Control (qPCR),S195991,Positive,40,365198.88,365198.875,1,train,1,1
110779,10063,N gene,Positive Control (qPCR),S195991,Positive,40,424872.0,424872.0,1,train,1,1
110819,10259,ORF1ab,Positive Control (qPCR),S195991,Positive,40,476326.9,476326.90625,1,train,1,1
110859,9867,MS2,Positive Control (qPCR),S195991,Negative,40,225552.73,225552.734375,-1,train,0,0
110899,34008,S gene,Positive Control (qPCR),S270747,Positive,40,151803.27,151803.265625,1,train,1,1
110939,33616,N gene,Positive Control (qPCR),S270747,Positive,40,135432.06,135432.0625,1,train,1,1
110979,33812,ORF1ab,Positive Control (qPCR),S270747,Positive,40,267010.47,267010.46875,1,train,1,1
111019,33420,MS2,Positive Control (qPCR),S270747,Negative,40,155239.7,155239.703125,-1,train,0,0
111059,34010,S gene,Positive Control (qPCR),S292323,Positive,40,290962.53,290962.53125,1,train,1,1
111099,33618,N gene,Positive Control (qPCR),S292323,Positive,40,286229.3,286229.3125,1,train,1,1
111139,33814,ORF1ab,Positive Control (qPCR),S292323,Positive,40,370510.75,370510.75,1,train,1,1
111179,33422,MS2,Positive Control (qPCR),S292323,Negative,40,190160.97,190160.96875,-1,train,0,0
111219,34022,S gene,Positive Control (qPCR),S292324,Positive,40,308499.94,308499.9375,1,train,1,1
111259,33630,N gene,Positive Control (qPCR),S292324,Positive,40,293709.47,293709.46875,1,train,1,1
111299,33826,ORF1ab,Positive Control (qPCR),S292324,Positive,40,384342.47,384342.46875,1,train,1,1
111339,33434,MS2,Positive Control (qPCR),S292324,Negative,40,191890.83,191890.828125,-1,train,0,0
111379,34023,S gene,Positive Control (qPCR),S292325,Positive,40,282494.66,282494.65625,1,train,1,1
111419,33631,N gene,Positive Control (qPCR),S292325,Positive,40,276436.7,276436.6875,1,train,1,1
111459,33827,ORF1ab,Positive Control (qPCR),S292325,Positive,40,369101.25,369101.25,1,train,1,1
111499,33435,MS2,Positive Control (qPCR),S292325,Negative,40,186385.0,186385.0,-1,train,0,0
111539,48698,S gene,Positive Control (qPCR),S181052,Positive,40,229033.3,229033.296875,1,train,1,1
111579,47930,N gene,Positive Control (qPCR),S181052,Positive,40,298066.25,298066.25,1,train,1,1
111619,48314,ORF1ab,Positive Control (qPCR),S181052,Positive,40,302552.03,302552.03125,1,train,1,1
111659,47546,MS2,Positive Control (qPCR),S181052,Negative,40,223997.98,223997.984375,-1,train,0,0
111699,48700,S gene,Positive Control (qPCR),S181053,Positive,40,234550.97,234550.96875,1,train,1,1
111739,47932,N gene,Positive Control (qPCR),S181053,Positive,40,307945.1,307945.09375,1,train,1,1
111779,48316,ORF1ab,Positive Control (qPCR),S181053,Positive,40,320395.94,320395.9375,1,train,1,1
111819,47548,MS2,Positive Control (qPCR),S181053,Negative,40,221715.6,221715.59375,-1,train,0,0
111859,48722,S gene,Positive Control (qPCR),S181054,Positive,40,245509.73,245509.734375,1,train,1,1
111899,47954,N gene,Positive Control (qPCR),S181054,Positive,40,297413.1,297413.09375,1,train,1,1
111939,48338,ORF1ab,Positive Control (qPCR),S181054,Positive,40,320936.12,320936.125,1,train,1,1
111979,47570,MS2,Positive Control (qPCR),S181054,Negative,40,214171.5,214171.5,-1,train,0,0
112019,48724,S gene,Positive Control (qPCR),S181055,Positive,40,247459.69,247459.6875,1,train,1,1
112059,47956,N gene,Positive Control (qPCR),S181055,Positive,40,291416.7,291416.6875,1,train,1,1
112099,48340,ORF1ab,Positive Control (qPCR),S181055,Positive,40,324091.88,324091.875,1,train,1,1
112139,47572,MS2,Positive Control (qPCR),S181055,Negative,40,213964.36,213964.359375,-1,train,0,0
112184,57914,RnaseP,Positive Control (qPCR),S849881,Negative,45,28689.16,28689.16015625,-1,train,0,0
112229,57146,E gene,Positive Control (qPCR),S849881,Positive,45,540876.3,540876.3125,1,train,1,1
112274,57530,N gene,Positive Control (qPCR),S849881,Positive,45,1013839.9,1013839.875,1,train,1,1
112319,57916,RnaseP,Positive Control (qPCR),S1028890,Negative,45,26565.447,26565.447265625,-1,test,0,0
112364,57148,E gene,Positive Control (qPCR),S1028890,Positive,45,541799.4,541799.375,1,test,1,1
112409,57532,N gene,Positive Control (qPCR),S1028890,Positive,45,1036169.4,1036169.375,1,test,1,1
112454,57938,RnaseP,Positive Control (qPCR),S1028891,Negative,45,28533.3,28533.30078125,-1,train,0,0
112499,57170,E gene,Positive Control (qPCR),S1028891,Positive,45,549892.8,549892.8125,1,train,1,1
112544,57554,N gene,Positive Control (qPCR),S1028891,Positive,45,1034709.4,1034709.375,1,train,1,1
112589,57940,RnaseP,Positive Control (qPCR),S1028892,Negative,45,26028.674,26028.673828125,-1,train,0,0
112634,57172,E gene,Positive Control (qPCR),S1028892,Positive,45,520720.66,520720.65625,1,train,1,1
112679,57556,N gene,Positive Control (qPCR),S1028892,Positive,45,1003941.0,1003941.0,1,train,1,1
112719,32440,S gene,Positive Control (qPCR),S270768,Positive,40,174129.86,174129.859375,1,train,1,1
112759,32048,N gene,Positive Control (qPCR),S270768,Positive,40,162542.75,162542.75,1,train,1,1
112799,32244,ORF1ab,Positive Control (qPCR),S270768,Positive,40,293990.03,293990.03125,1,train,1,1
112839,31852,MS2,Positive Control (qPCR),S270768,Negative,40,178132.45,178132.453125,-1,train,0,0
112879,32442,S gene,Positive Control (qPCR),S291236,Positive,40,170278.77,170278.765625,1,train,1,1
112919,32050,N gene,Positive Control (qPCR),S291236,Positive,40,153074.05,153074.046875,1,train,1,1
112959,32246,ORF1ab,Positive Control (qPCR),S291236,Positive,40,281326.66,281326.65625,1,train,1,1
112999,31854,MS2,Positive Control (qPCR),S291236,Negative,40,175701.94,175701.9375,-1,train,0,0
113039,32454,S gene,Positive Control (qPCR),S291237,Positive,40,189620.42,189620.421875,1,train,1,1
113079,32062,N gene,Positive Control (qPCR),S291237,Positive,40,199681.34,199681.34375,1,train,1,1
113119,32258,ORF1ab,Positive Control (qPCR),S291237,Positive,40,304644.03,304644.03125,1,train,1,1
113159,31866,MS2,Positive Control (qPCR),S291237,Negative,40,176481.47,176481.46875,-1,train,0,0
113199,32455,S gene,Positive Control (qPCR),S291238,Positive,40,178684.33,178684.328125,1,train,1,1
113239,32063,N gene,Positive Control (qPCR),S291238,Positive,40,186587.53,186587.53125,1,train,1,1
113279,32259,ORF1ab,Positive Control (qPCR),S291238,Positive,40,299976.06,299976.0625,1,train,1,1
113319,31867,MS2,Positive Control (qPCR),S291238,Negative,40,171119.3,171119.296875,-1,train,0,0
113359,11224,S gene,Positive Control (qPCR),S270762,Positive,40,196715.58,196715.578125,1,train,1,1
113399,10832,N gene,Positive Control (qPCR),S270762,Positive,40,261870.36,261870.359375,1,train,1,1
113439,11028,ORF1ab,Positive Control (qPCR),S270762,Positive,40,277143.28,277143.28125,1,train,1,1
113479,10636,MS2,Positive Control (qPCR),S270762,Negative,40,211778.9,211778.90625,-1,train,0,0
113519,11226,S gene,Positive Control (qPCR),S296353,Positive,40,200436.5,200436.5,1,train,1,1
113559,10834,N gene,Positive Control (qPCR),S296353,Positive,40,269228.16,269228.15625,1,train,1,1
113599,11030,ORF1ab,Positive Control (qPCR),S296353,Positive,40,290991.88,290991.875,1,train,1,1
113639,10638,MS2,Positive Control (qPCR),S296353,Negative,40,212349.22,212349.21875,-1,train,0,0
113679,11238,S gene,Positive Control (qPCR),S296354,Positive,40,250409.3,250409.296875,1,train,1,1
113719,10846,N gene,Positive Control (qPCR),S296354,Positive,40,321628.0,321628.0,1,train,1,1
113759,11042,ORF1ab,Positive Control (qPCR),S296354,Positive,40,310033.75,310033.75,1,train,1,1
113799,10650,MS2,Positive Control (qPCR),S296354,Negative,40,204777.55,204777.546875,-1,train,0,0
113839,11239,S gene,Positive Control (qPCR),S296355,Positive,40,234316.08,234316.078125,1,train,1,1
113879,10847,N gene,Positive Control (qPCR),S296355,Positive,40,308970.56,308970.5625,1,train,1,1
113919,11043,ORF1ab,Positive Control (qPCR),S296355,Positive,40,306510.88,306510.875,1,train,1,1
113959,10651,MS2,Positive Control (qPCR),S296355,Negative,40,200906.67,200906.671875,-1,train,0,0
113999,38634,S gene,Positive Control (qPCR),S270744,Positive,40,247522.47,247522.46875,1,train,1,1
114039,37866,N gene,Positive Control (qPCR),S270744,Positive,40,230558.58,230558.578125,1,train,1,1
114079,38250,ORF1ab,Positive Control (qPCR),S270744,Positive,40,269557.38,269557.375,1,train,1,1
114119,37482,MS2,Positive Control (qPCR),S270744,Negative,40,159713.06,159713.0625,-1,train,0,0
114159,38636,S gene,Positive Control (qPCR),S288976,Positive,40,256087.97,256087.96875,1,train,1,1
114199,37868,N gene,Positive Control (qPCR),S288976,Positive,40,247793.11,247793.109375,1,train,1,1
114239,38252,ORF1ab,Positive Control (qPCR),S288976,Positive,40,277569.44,277569.4375,1,train,1,1
114279,37484,MS2,Positive Control (qPCR),S288976,Negative,40,153462.44,153462.4375,-1,train,0,0
114319,38658,S gene,Positive Control (qPCR),S288977,Positive,40,257282.64,257282.640625,1,train,1,1
114359,37890,N gene,Positive Control (qPCR),S288977,Positive,40,241848.67,241848.671875,1,train,1,1
114399,38274,ORF1ab,Positive Control (qPCR),S288977,Positive,40,282297.44,282297.4375,1,train,1,1
114439,37506,MS2,Positive Control (qPCR),S288977,Negative,40,157715.0,157715.0,-1,train,0,0
114479,38660,S gene,Positive Control (qPCR),S288978,Positive,40,263969.78,263969.78125,1,train,1,1
114519,37892,N gene,Positive Control (qPCR),S288978,Positive,40,245024.55,245024.546875,1,train,1,1
114559,38276,ORF1ab,Positive Control (qPCR),S288978,Positive,40,290825.3,290825.3125,1,train,1,1
114599,37508,MS2,Positive Control (qPCR),S288978,Negative,40,157525.3,157525.296875,-1,train,0,0
114644,122426,RnaseP,Positive Control (qPCR),S1198486,Negative,45,18115.387,18115.38671875,-1,val,0,0
114689,121658,E gene,Positive Control (qPCR),S1198486,Positive,45,401584.47,401584.46875,1,val,1,1
114734,122042,N gene,Positive Control (qPCR),S1198486,Positive,45,540566.4,540566.375,1,val,1,1
114779,122428,RnaseP,Positive Control (qPCR),S1224048,Negative,45,16268.949,16268.94921875,-1,train,0,0
114824,121660,E gene,Positive Control (qPCR),S1224048,Positive,45,407079.97,407079.96875,1,train,1,1
114869,122044,N gene,Positive Control (qPCR),S1224048,Positive,45,573564.4,573564.375,1,train,1,1
114914,122450,RnaseP,Positive Control (qPCR),S1224049,Negative,45,13881.624,13881.6240234375,-1,train,0,0
114959,121682,E gene,Positive Control (qPCR),S1224049,Positive,45,436207.66,436207.65625,1,train,1,1
115004,122066,N gene,Positive Control (qPCR),S1224049,Positive,45,605539.75,605539.75,1,train,1,1
115049,122452,RnaseP,Positive Control (qPCR),S1224050,Negative,45,13338.052,13338.0517578125,-1,test,0,0
115094,121684,E gene,Positive Control (qPCR),S1224050,Positive,45,431729.6,431729.59375,1,test,1,1
115139,122068,N gene,Positive Control (qPCR),S1224050,Positive,45,584889.44,584889.4375,1,test,1,1
115184,112058,RnaseP,Positive Control (qPCR),S1090711,Negative,45,20557.268,20557.267578125,-1,train,0,0
115229,111290,E gene,Positive Control (qPCR),S1090711,Positive,45,344687.44,344687.4375,1,train,1,1
115274,111674,N gene,Positive Control (qPCR),S1090711,Positive,45,467629.9,467629.90625,1,train,1,1
115319,112060,RnaseP,Positive Control (qPCR),S1177558,Negative,45,22250.49,22250.490234375,-1,val,0,0
115364,111292,E gene,Positive Control (qPCR),S1177558,Positive,45,362578.22,362578.21875,1,val,1,1
115409,111676,N gene,Positive Control (qPCR),S1177558,Positive,45,506899.72,506899.71875,1,val,1,1
115454,112082,RnaseP,Positive Control (qPCR),S1177559,Negative,45,20460.379,20460.37890625,-1,test,0,0
115499,111314,E gene,Positive Control (qPCR),S1177559,Positive,45,369898.1,369898.09375,1,test,1,1
115544,111698,N gene,Positive Control (qPCR),S1177559,Positive,45,518599.06,518599.0625,1,test,1,1
115589,112084,RnaseP,Positive Control (qPCR),S1177560,Negative,45,19165.705,19165.705078125,-1,train,0,0
115634,111316,E gene,Positive Control (qPCR),S1177560,Positive,45,378959.4,378959.40625,1,train,1,1
115679,111700,N gene,Positive Control (qPCR),S1177560,Positive,45,471635.28,471635.28125,1,train,1,1
115724,101690,RnaseP,Positive Control (qPCR),S1198282,Negative,45,17051.045,17051.044921875,-1,train,0,0
115769,100922,E gene,Positive Control (qPCR),S1198282,Positive,45,378641.44,378641.4375,1,train,1,1
115814,101306,N gene,Positive Control (qPCR),S1198282,Positive,45,565620.4,565620.375,1,train,1,1
115859,101692,RnaseP,Positive Control (qPCR),S1306974,Negative,45,16445.357,16445.357421875,-1,test,0,0
115904,100924,E gene,Positive Control (qPCR),S1306974,Positive,45,378187.56,378187.5625,1,test,1,1
115949,101308,N gene,Positive Control (qPCR),S1306974,Positive,45,571930.56,571930.5625,1,test,1,1
115994,101714,RnaseP,Positive Control (qPCR),S1306975,Negative,45,15827.156,15827.15625,-1,test,0,0
116039,100946,E gene,Positive Control (qPCR),S1306975,Positive,45,391461.44,391461.4375,1,test,1,1
116084,101330,N gene,Positive Control (qPCR),S1306975,Positive,45,583166.44,583166.4375,1,test,1,1
116129,101716,RnaseP,Positive Control (qPCR),S1306976,Negative,45,14888.626,14888.6259765625,-1,test,0,0
116174,100948,E gene,Positive Control (qPCR),S1306976,Positive,45,395840.78,395840.78125,1,test,1,1
116219,101332,N gene,Positive Control (qPCR),S1306976,Positive,45,585387.1,585387.125,1,test,1,1
116264,91322,RnaseP,Positive Control (qPCR),S1092378,Negative,45,19860.7,0.1707227379083633,-1,train,0,0
116309,90554,E gene,Positive Control (qPCR),S1092378,Positive,45,345657.56,2.971275329589844,1,train,1,1
116354,90938,N gene,Positive Control (qPCR),S1092378,Positive,45,345290.25,2.9681179523468018,1,train,1,1
116399,91324,RnaseP,Positive Control (qPCR),S1127011,Negative,45,20708.402,0.1708869338035583,-1,val,0,0
116444,90556,E gene,Positive Control (qPCR),S1127011,Positive,45,347734.03,2.869521141052246,1,val,1,1
116489,90940,N gene,Positive Control (qPCR),S1127011,Positive,45,351547.88,2.9009933471679688,1,val,1,1
116534,91346,RnaseP,Positive Control (qPCR),S1127012,Negative,45,19119.777,0.1520431786775589,-1,train,0,0
116579,90578,E gene,Positive Control (qPCR),S1127012,Positive,45,372328.38,2.960808038711548,1,train,1,1
116624,90962,N gene,Positive Control (qPCR),S1127012,Positive,45,367108.9,2.919301986694336,1,train,1,1
116669,91348,RnaseP,Positive Control (qPCR),S1127013,Negative,45,18984.057,0.1519126147031784,-1,train,0,0
116714,90580,E gene,Positive Control (qPCR),S1127013,Positive,45,367784.62,2.9430551528930664,1,train,1,1
116759,90964,N gene,Positive Control (qPCR),S1127013,Positive,45,370386.6,2.963876247406006,1,train,1,1
116804,110906,RnaseP,Positive Control (qPCR),S1092337,Negative,45,19219.428,19219.427734375,-1,train,0,0
116849,110138,E gene,Positive Control (qPCR),S1092337,Positive,45,388414.1,388414.09375,1,train,1,1
116894,110522,N gene,Positive Control (qPCR),S1092337,Positive,45,493849.72,493849.71875,1,train,1,1
116939,110908,RnaseP,Positive Control (qPCR),S1166754,Negative,45,20460.848,20460.84765625,-1,val,0,0
